fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,change_type,status,project,assigned_to,latitude,longitude,geometry,changeset_id,c_label,worms_on_sample,approximate_number_of_worms,photos,photos_caption,photos_url,date,time,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
4da9ca28-c7e9-412a-a168-6727d3ab2957,2019-08-20 15:44:28 UTC,2019-08-20 15:46:56 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-09-05 14:53:00 UTC,2019-09-05 14:53:00 UTC,1,create,,2019_NY_Claire,,42.0564891,-87.6737468,POINT (-87.6737468 42.0564891),450a8873-4eac-41e9-97a0-eb6bfcc97617,cce8764b-1c7f-4cf3-a5fc-0485e5f91644,No,,"5d26abe7-5b49-4ff2-bcc3-6c7d0a0a1925,af1b2c75-4a21-4d89-9336-f581be4e1c4d",",",https://web.fulcrumapp.com/photos/view?photos=5d26abe7-5b49-4ff2-bcc3-6c7d0a0a1925%2Caf1b2c75-4a21-4d89-9336-f581be4e1c4d,2019-08-20,10:44,162.700012207031,13.387,,,
441619e8-e5e9-4daa-9a19-15787d29b7a3,2019-08-20 15:47:12 UTC,2019-08-20 15:53:58 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-09-05 14:53:00 UTC,2019-09-05 14:53:00 UTC,1,create,,2019_NY_Claire,,42.0564836,-87.6737561,POINT (-87.6737561 42.0564836),450a8873-4eac-41e9-97a0-eb6bfcc97617,03f141a6-a80f-47ca-aa9c-5367c2a0abee,Yes,Few (4-10),"5b05fd69-a5bc-42ce-b732-c7ed37631f6c,3551b0d6-7507-4c98-83fa-fd906985d463",",",https://web.fulcrumapp.com/photos/view?photos=5b05fd69-a5bc-42ce-b732-c7ed37631f6c%2C3551b0d6-7507-4c98-83fa-fd906985d463,2019-08-20,10:47,162.700012207031,10.637,,,
71f3d4f7-c36b-493f-ad6f-a27233b57ba2,2019-08-20 15:54:20 UTC,2019-08-20 15:58:11 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-09-05 14:53:01 UTC,2019-09-05 14:53:01 UTC,1,create,,2019_NY_Claire,,42.0564858,-87.6737412,POINT (-87.6737412 42.0564858),450a8873-4eac-41e9-97a0-eb6bfcc97617,a34d2639-4b23-4989-b542-d2f9bf6fa032,Tracks,,"c7e5251b-56b3-449e-8261-e253cb0b64e4,af737ac2-b09e-4b49-9ee4-59e72b6b4117",",",https://web.fulcrumapp.com/photos/view?photos=c7e5251b-56b3-449e-8261-e253cb0b64e4%2Caf737ac2-b09e-4b49-9ee4-59e72b6b4117,2019-08-20,10:54,162.700012207031,12.048,,,
56051684-9e14-411b-b847-ecba080b8d84,2019-08-20 15:58:14 UTC,2019-08-20 16:08:35 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-09-05 14:53:01 UTC,2019-09-05 14:53:01 UTC,1,create,,2019_NY_Claire,,42.0564892,-87.6737433,POINT (-87.6737433 42.0564892),450a8873-4eac-41e9-97a0-eb6bfcc97617,698dc059-219c-43a7-b486-10335892d56f,Yes,Few (4-10),"d2fa7d84-9496-457f-a0e4-20c5c887d5ad,516d7eea-bdda-4b23-9b39-04948f094c51",",",https://web.fulcrumapp.com/photos/view?photos=d2fa7d84-9496-457f-a0e4-20c5c887d5ad%2C516d7eea-bdda-4b23-9b39-04948f094c51,2019-08-20,10:58,162.700012207031,14.01,,,
e9d5d894-f415-48b0-b260-12d948d214f4,2019-08-20 16:08:39 UTC,2019-08-20 16:12:37 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-09-05 14:53:02 UTC,2019-09-05 14:53:02 UTC,1,create,,2019_NY_Claire,,42.0565164,-87.6737021,POINT (-87.6737021 42.0565164),450a8873-4eac-41e9-97a0-eb6bfcc97617,39340805-8d85-4de7-87ca-01b222d3f309,Yes,Very Few (1-3),"cc12dc40-aabd-4454-a063-c02c66c8213a,0dee3d96-10c0-4471-85aa-57a6d0386165",",",https://web.fulcrumapp.com/photos/view?photos=cc12dc40-aabd-4454-a063-c02c66c8213a%2C0dee3d96-10c0-4471-85aa-57a6d0386165,2019-08-20,11:08,162.700012207031,17.139,,,
7dc44774-2c2c-443e-b583-940fc055be34,2019-08-20 16:12:40 UTC,2019-08-20 16:14:54 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-09-05 14:53:02 UTC,2019-09-05 14:53:02 UTC,1,create,,2019_NY_Claire,,42.0564893,-87.6737434,POINT (-87.6737434 42.0564893),450a8873-4eac-41e9-97a0-eb6bfcc97617,bf7a85c2-764b-4615-8653-781486448857,Tracks,,"4c7b7d8f-375a-4242-b355-304ac52c82a5,e48f2f85-4041-401b-85e1-60f32c122998",",",https://web.fulcrumapp.com/photos/view?photos=4c7b7d8f-375a-4242-b355-304ac52c82a5%2Ce48f2f85-4041-401b-85e1-60f32c122998,2019-08-20,11:12,162.700012207031,15.781,,,
837e831b-096c-49a2-9125-0a02c92a7576,2019-08-20 16:14:56 UTC,2019-08-20 16:17:37 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-09-05 14:53:03 UTC,2019-09-05 14:53:03 UTC,1,create,,2019_NY_Claire,,42.0564821,-87.6737221,POINT (-87.6737221 42.0564821),450a8873-4eac-41e9-97a0-eb6bfcc97617,cf8debf9-9a2a-4281-8769-f2ce92e00508,Tracks,,"eead307b-16bc-4bbc-af04-af0c69038207,37627058-9a3b-45c2-a9de-6d03da706651",",",https://web.fulcrumapp.com/photos/view?photos=eead307b-16bc-4bbc-af04-af0c69038207%2C37627058-9a3b-45c2-a9de-6d03da706651,2019-08-20,11:14,162.700012207031,11.259,,,
640fd404-c01f-46e8-94e0-5803913b06f2,2019-09-01 16:02:38 UTC,2019-09-01 16:13:56 UTC,emilyjahn2020@u.northwestern.edu,emilyjahn2020@u.northwestern.edu,2019-09-05 18:30:10 UTC,2019-09-05 18:30:10 UTC,1,create,,,,42.0565135,-87.6737585,POINT (-87.6737585 42.0565135),03395f78-0dad-4e54-b987-778295f73c9b,375d6524-f07d-4d24-b5fa-ece1e1061a73,Yes,Very Few (1-3),,,,2019-09-01,11:02,162.700012207031,14.644,,,
5f6ac4a9-601f-4789-851f-5672e3d12a33,2019-09-01 16:14:01 UTC,2019-09-01 16:20:20 UTC,emilyjahn2020@u.northwestern.edu,emilyjahn2020@u.northwestern.edu,2019-09-05 18:30:11 UTC,2019-09-05 18:30:11 UTC,1,create,,,,42.0565114,-87.6737574,POINT (-87.6737574 42.0565114),03395f78-0dad-4e54-b987-778295f73c9b,3faa5f4f-fc0e-40c9-8a16-6fb697da87ad,Yes,Very Few (1-3),"33b4025c-49b0-4174-806a-8eccf2b9172d,e453fec4-1f2a-4a2e-a1e0-a6d48c314a91",",",https://web.fulcrumapp.com/photos/view?photos=33b4025c-49b0-4174-806a-8eccf2b9172d%2Ce453fec4-1f2a-4a2e-a1e0-a6d48c314a91,2019-09-01,11:14,162.600006103516,16.57,,,
2daef2d6-0dcf-4dd7-9db1-29fa0d0ff092,2019-09-01 16:20:22 UTC,2019-09-01 16:20:58 UTC,emilyjahn2020@u.northwestern.edu,emilyjahn2020@u.northwestern.edu,2019-09-05 18:30:11 UTC,2019-09-05 18:30:11 UTC,1,create,,,,42.0565114,-87.6737565,POINT (-87.6737565 42.0565114),03395f78-0dad-4e54-b987-778295f73c9b,db4c6e41-af48-409a-9b3d-c119515478d8,No,,71eb06a6-77cc-4fcb-b26a-7384940ab798,,https://web.fulcrumapp.com/photos/view?photos=71eb06a6-77cc-4fcb-b26a-7384940ab798,2019-09-01,11:20,162.600006103516,14.273,,,
