fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,status,project,assigned_to,latitude,longitude,geometry,sample_photo,sample_photo_caption,sample_photo_url,substrate,substrate_other,substrate_notes,landscape,sky_view,gridsect,gridsect_index,grid_sect_direction,gridsect_radius,substrate_temperature,substrate_moisture,ambient_humidity,ambient_temperature_c,c_label,date,time,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
742a136f-1fb4-436b-9897-15fbc1c2be71,2019-08-27 20:36:49 UTC,2019-08-27 20:38:50 UTC,stefanzdraljevic2018@u.northwestern.edu,stefanzdraljevic2018@u.northwestern.edu,2019-09-04 03:00:27 UTC,2019-09-04 03:00:27 UTC,1,,HawaiiOctober2018,,20.0396440508297,-155.439740810463,POINT (-155.439740810463 20.0396440508297),0e9e2769-aad6-4436-92ae-c84152786cfd,,https://web.fulcrumapp.com/photos/view?photos=0e9e2769-aad6-4436-92ae-c84152786cfd,Leaf litter,,,Wild forest,Partially Obstructed,no,,,,23.3,40,72.2,26.3,C-4746,2019-08-27,10:36,625.039745778151,32.0048330947235,108.769172668457,0.0123611437156796,320.708035421094
a72c15d9-cddc-4b41-bde4-8ae2095189ff,2019-08-27 20:38:59 UTC,2019-08-27 20:40:32 UTC,stefanzdraljevic2018@u.northwestern.edu,stefanzdraljevic2018@u.northwestern.edu,2019-09-04 03:00:27 UTC,2019-09-04 03:00:27 UTC,1,,HawaiiOctober2018,,20.0397339731543,-155.43981750274,POINT (-155.43981750274 20.0397339731543),a7b75c4a-2dbd-4b74-a481-08a7bc58c593,,https://web.fulcrumapp.com/photos/view?photos=a7b75c4a-2dbd-4b74-a481-08a7bc58c593,Leaf litter,,,Wild forest,Partially Obstructed,no,,,,23.1,40,76,25.6,C-4747,2019-08-27,10:38,647.310271328883,32.0048330947235,31.0505104064941,0.00883437879383564,316.030421349146
54e7bd72-6fa6-49fc-af34-35f8ccb648fc,2019-08-27 20:40:43 UTC,2019-08-27 20:42:02 UTC,stefanzdraljevic2018@u.northwestern.edu,stefanzdraljevic2018@u.northwestern.edu,2019-09-04 03:00:28 UTC,2019-09-04 03:00:28 UTC,1,,HawaiiOctober2018,,20.0399939094776,-155.44067695167,POINT (-155.44067695167 20.0399939094776),aceeaf13-3b2c-417b-9ef3-05c5c71f2c56,,https://web.fulcrumapp.com/photos/view?photos=aceeaf13-3b2c-417b-9ef3-05c5c71f2c56,Leaf litter,,,Wild forest,Partially Obstructed,no,,,,25.3,38,77.5,24.9,C-4786,2019-08-27,10:40,636.521222149364,32.0048330947235,13.2219190597534,0.0449203923344612,340.014138846025
3ee6238b-13cb-4c20-b532-e6591d3d612f,2019-08-27 20:42:13 UTC,2019-08-27 20:43:57 UTC,stefanzdraljevic2018@u.northwestern.edu,stefanzdraljevic2018@u.northwestern.edu,2019-09-04 03:00:28 UTC,2019-09-04 03:00:28 UTC,1,,HawaiiOctober2018,,20.0404097373696,-155.440896727136,POINT (-155.440896727136 20.0404097373696),c1c546ad-5989-4d6a-b615-bf4b55b7a7ef,,https://web.fulcrumapp.com/photos/view?photos=c1c546ad-5989-4d6a-b615-bf4b55b7a7ef,Leaf litter,,,Wild forest,Partially Obstructed,no,,,,22.7,40,77.5,25.6,C-4755,2019-08-27,10:42,661.006957888905,8.00120827368088,9.08599948883057,0.0119081391021609,315.777130613965
4776dce1-4ed2-4945-9712-7610e3b931fb,2019-08-27 20:44:29 UTC,2019-08-27 20:45:32 UTC,stefanzdraljevic2018@u.northwestern.edu,stefanzdraljevic2018@u.northwestern.edu,2019-09-04 03:00:28 UTC,2019-09-04 03:00:28 UTC,1,,HawaiiOctober2018,,20.0407766259297,-155.441451356517,POINT (-155.441451356517 20.0407766259297),bd39b735-3aee-41a8-b076-e0bcaeba1b6d,,https://web.fulcrumapp.com/photos/view?photos=bd39b735-3aee-41a8-b076-e0bcaeba1b6d,Leaf litter,,,Wild forest,Full,no,,,,23,38,76.6,24.9,C-4751,2019-08-27,10:44,663.50916560227,6.00090620526066,8.56960201263428,0.106716684997082,312.825341420739
9ef10bc4-a2fe-4660-ac5c-77fab003b576,2019-08-27 20:45:43 UTC,2019-08-27 20:47:07 UTC,stefanzdraljevic2018@u.northwestern.edu,stefanzdraljevic2018@u.northwestern.edu,2019-09-04 03:00:29 UTC,2019-09-04 03:00:29 UTC,1,,HawaiiOctober2018,,20.04081434143,-155.441609536081,POINT (-155.441609536081 20.04081434143),ad208f95-3437-464b-8ca5-078e3527a51c,,https://web.fulcrumapp.com/photos/view?photos=ad208f95-3437-464b-8ca5-078e3527a51c,Leaf litter,,,Wild forest,Partially Obstructed,no,,,,22.9,38,75.6,25.6,C-4759,2019-08-27,10:45,661.06327960219,8.00120827368088,9.70828628540039,0.00673750787973404,281.021139286465
6f9c6c6b-5138-41f6-95ea-0764ebc95664,2019-08-27 20:47:48 UTC,2019-08-27 20:48:26 UTC,stefanzdraljevic2018@u.northwestern.edu,stefanzdraljevic2018@u.northwestern.edu,2019-09-04 03:00:29 UTC,2019-09-04 03:00:29 UTC,1,,HawaiiOctober2018,,20.041029684861,-155.441739599659,POINT (-155.441739599659 20.041029684861),47fa96cf-345f-4f9a-bb7c-ed32ce455494,,https://web.fulcrumapp.com/photos/view?photos=47fa96cf-345f-4f9a-bb7c-ed32ce455494,Leaf litter,,,Wild forest,Partially Obstructed,no,,,,21.6,39,76.4,24.3,C-4763,2019-08-27,10:47,663.086428240199,8.00120827368088,8.53052997589111,0.517749965190887,359.017664890725
bdebedc5-b88c-4b1e-8aa7-9498912fed3a,2019-08-27 20:48:40 UTC,2019-08-27 20:49:35 UTC,stefanzdraljevic2018@u.northwestern.edu,stefanzdraljevic2018@u.northwestern.edu,2019-09-04 03:00:30 UTC,2019-09-04 03:00:30 UTC,1,,HawaiiOctober2018,,20.0411204237729,-155.441750164711,POINT (-155.441750164711 20.0411204237729),09f2026d-3fff-4be1-8d34-7851ef2a037a,,https://web.fulcrumapp.com/photos/view?photos=09f2026d-3fff-4be1-8d34-7851ef2a037a,Leaf litter,,,Wild forest,Partially Obstructed,no,,,,21,40,77.5,23.6,C-4767,2019-08-27,10:48,652.202652942042,8.00120827368088,7.94571828842163,0.0310673378407955,342.151906093969
bef23c81-0e92-4176-a671-5768dd11b03d,2019-08-27 20:50:44 UTC,2019-08-27 20:51:55 UTC,stefanzdraljevic2018@u.northwestern.edu,stefanzdraljevic2018@u.northwestern.edu,2019-09-04 03:00:30 UTC,2019-09-04 03:00:30 UTC,1,,HawaiiOctober2018,,20.0396386602941,-155.442196838558,POINT (-155.442196838558 20.0396386602941),ef68cc7e-d7aa-4129-8316-7b96073558fb,,https://web.fulcrumapp.com/photos/view?photos=ef68cc7e-d7aa-4129-8316-7b96073558fb,Leaf litter,,,Wild forest,Partially Obstructed,no,,,,21.4,40,79.1,24.3,C-4742,2019-08-27,10:50,,,,,
58fd11d3-45ed-4b1a-8dfe-cd6f21c93e4a,2019-08-27 20:53:29 UTC,2019-08-27 20:55:46 UTC,stefanzdraljevic2018@u.northwestern.edu,stefanzdraljevic2018@u.northwestern.edu,2019-09-04 03:00:30 UTC,2019-09-04 03:00:30 UTC,1,,HawaiiOctober2018,,20.0409577868304,-155.441785049401,POINT (-155.441785049401 20.0409577868304),8dd6fd16-4a35-4bed-a4f8-5301ad386bc8,,https://web.fulcrumapp.com/photos/view?photos=8dd6fd16-4a35-4bed-a4f8-5301ad386bc8,Leaf litter,,,Wild forest,Partially Obstructed,no,,,,22,36,76.6,25.6,C-4779,2019-08-27,10:53,672.021803337402,8.00120827368088,7.57401609420776,0.357452124357224,249.764363153789
